minifigs,image,name,pieces
1,https://images.brickset.com/sets/small/5004406-1.jpg?201611300919,First Order General,1
1,https://images.brickset.com/sets/small/5004408-1.jpg?201606050827,Rebel A-wing Pilot,1
,https://images.brickset.com/sets/small/5004409-1.jpg?201512141124,Accessory pack,
1,https://images.brickset.com/sets/small/5004419-1.jpg?201606281050,Classic Knights Minifigure,1
,https://images.brickset.com/sets/small/5004420-1.jpg?201610281027,Toy Soldier,1
4,https://images.brickset.com/sets/small/5004421-1.jpg?201608291115,Musicians minifigure collection,4
4,https://images.brickset.com/sets/small/5004422-1.jpg?201608290736,Warriors minifigure collection,4
1,https://images.brickset.com/sets/small/5004468-1.jpg?201602281011,Iconic Easter Minifigure,1
,https://images.brickset.com/sets/small/5004538-1.jpg?201603250345,Wonder Woman Minifigure Alarm Clock,
4,https://images.brickset.com/sets/small/5004423-1.jpg?201608290736,Athletes minifigure collection,4
4,https://images.brickset.com/sets/small/5004424-1.jpg?201608290735,Cops and Robbers minifigure collection,4
,https://images.brickset.com/sets/small/5004612-1.jpg?201601050913,Lucy Wyldstyle Minifigure Link Watch,
,https://images.brickset.com/sets/small/5004720-1.jpg?201701111044,NINJAGO Shadow of Ronin ,
,https://images.brickset.com/sets/small/5004721-1.jpg?201701111044,NINJAGO Shadow of Ronin,
,https://images.brickset.com/sets/small/5004797-1.jpg?201604291059,The Joker Key Light,
,https://images.brickset.com/sets/small/5004833-1.jpg?201601111255,WeDo 2.0 ReadyGo Classroom Packs,
,https://images.brickset.com/sets/small/5004837-1.jpg?201601111248,WeDo 2.0 YouCreate Classroom Packs,
,https://images.brickset.com/sets/small/5004838-1.jpg?201601110105, WeDo 2.0 Add-On Power Pack,
,https://images.brickset.com/sets/small/5005011-1.jpg?201601150931,Anakin Skywalker Minifigure Watch,
,https://images.brickset.com/sets/small/5005015-1.jpg?201601150931,Classic Minifigure Link Watch,
,https://images.brickset.com/sets/small/5005017-1.jpg?201601150931,Yoda Minifigure Watch,
,https://images.brickset.com/sets/small/5005018-1.jpg?201601150931,Luke Skywalker Watch,
,https://images.brickset.com/sets/small/5005020-1.jpg?201604291059,4 stud Black Storage Brick,
,https://images.brickset.com/sets/small/5005027-1.jpg?201604291059,8 stud Bright Purple Storage Brick,
,https://images.brickset.com/sets/small/5005031-1.jpg?201604291059,8 stud Black Storage Brick,
,https://images.brickset.com/sets/small/5005032-1.jpg?201604291059,Darth Vader Watch,
,https://images.brickset.com/sets/small/5005041-1.jpg?201605201119,Superman Minifigure Link Watch,
,https://images.brickset.com/sets/small/5005042-1.jpg?201606181248,NINJAGO Luggage Tag,
,https://images.brickset.com/sets/small/5005043-1.jpg?201606181248,City Luggage Tag,
,https://images.brickset.com/sets/small/5005051-1.jpg?201608080843,Friends of Heartlake City Girlz 4 Life,
,https://images.brickset.com/sets/small/5005057-1.jpg?201602150901,Marvel Avengers XBOX 360 Video Game,
,https://images.brickset.com/sets/small/5005058-1.jpg?201602150901,Marvel Avengers Wii U Video Game,
,https://images.brickset.com/sets/small/5005059-1.jpg?201602150901,Marvel Avengers PS3 Video Game,
,https://images.brickset.com/sets/small/5005060-1.jpg?201602150901,Marvel Avengers Nintendo 3DS Video Game,
,https://images.brickset.com/sets/small/5005098-1.jpg?201603050915,Stormtrooper Kid's Watch,
,https://images.brickset.com/sets/small/5005099-1.jpg?201604291059,Batman Buildable Watch,
,https://images.brickset.com/sets/small/5005100-1.jpg?201603050915,Stephanie Watch with Mini-Doll,
,https://images.brickset.com/sets/small/5005107-1.jpg?201606010942,LEGO Buildable Ruler,
,https://images.brickset.com/sets/small/5005108-1.jpg?201606181248,LEGO Erasers (Blue Yellow),
,https://images.brickset.com/sets/small/5005109-1.jpg?201606181248,LEGO 3 Pack Gel Pen Set,
,https://images.brickset.com/sets/small/5005110-1.jpg?201606181248,LEGO Brick Pencil Case (Red),
,https://images.brickset.com/sets/small/5005111-1.jpg?201606181248,LEGO 9 Pack Graphite Pencils,
,https://images.brickset.com/sets/small/5005112-1.jpg?201606181248,LEGO Pencil Sharpeners,
,https://images.brickset.com/sets/small/5005113-1.jpg?201606181248,Aaron Minifigure Alarm Clock,
,https://images.brickset.com/sets/small/5005115-1.jpg?201606281050,Clay Minifigure Alarm Clock,
,https://images.brickset.com/sets/small/5005117-1.jpg?201606181248,Jay Minifigure Alarm Clock,
,https://images.brickset.com/sets/small/5005118-1.jpg?201606181248,Lloyd Minifigure Alarm Clock,
,https://images.brickset.com/sets/small/5005121-1.jpg?201606281050,Kai Minifigure Alarm Clock,
,https://images.brickset.com/sets/small/5005136-1.jpg?201609201033,The Force Awakens PS 4 Video Game – Deluxe Edition,
,https://images.brickset.com/sets/small/5005137-1.jpg?201608080843,The Force Awakens Xbox 360 Video Game,
,https://images.brickset.com/sets/small/5005138-1.jpg?201609201033,The Force Awakens Xbox One Video Game – Deluxe Edition,
,https://images.brickset.com/sets/small/5005139-1.jpg?201608080843,The Force Awakens PS 4 Video Game,
,https://images.brickset.com/sets/small/5005140-1.jpg?201608080843,The Force Awakens Xbox One Video Game,
,https://images.brickset.com/sets/small/5005141-1.jpg?201608080843,The Force Awakens Wii U Video Game,
,https://images.brickset.com/sets/small/5005144-1.jpg?201606181248,Journal with White Band,
,https://images.brickset.com/sets/small/5005145-1.jpg?201606181248,Stationery Organizer,
,https://images.brickset.com/sets/small/5005146-1.jpg?201606181248,9 Pack Gel Pen Set,
,https://images.brickset.com/sets/small/5005147-1.jpg?201606181248,9 Pack Marker Set,
,https://images.brickset.com/sets/small/5005148-1.jpg?201606181248,9 Pack Colored Pencil with Toppers Pack,
1,https://images.brickset.com/sets/small/5005156-1.jpg?201612121059,Gingerbread Man,1
,/assets/images/misc/blankbox.gif,Stationery Kit,
,https://images.brickset.com/sets/small/5005182-1.jpg?201703240318,Nexo Knights Season 1 DVD,
,https://images.brickset.com/sets/small/6139025-1.jpg?201604021108,LEGO Mixels - Series 7 - Display Box,
,https://images.brickset.com/sets/small/MIXELBOX-8.jpg?201605120223,LEGO Mixels - Series 8 - Display Box,
,https://images.brickset.com/sets/small/MAYFOURTH-1.jpg?201605010201,Escape the Space Slug,
,https://images.brickset.com/sets/small/B0189OU0JY-1.jpg?201512070113,LEGO Star Wars: Droid Tales,
,https://images.brickset.com/sets/small/BIO601601-1.jpg?201606181234,Scorpion,
,https://images.brickset.com/sets/small/BIO601602-1.jpg?201610090227,Ekimu Falcon,
,https://images.brickset.com/sets/small/BORDEAUX-1.jpg?201606060948,"Bordeaux, France, Exclusive Minifigure Pack",
,https://images.brickset.com/sets/small/DCSHDVD3-1.jpg?201603090651,Justice League: Cosmic Clash DVD/Blu-Ray,
,https://images.brickset.com/sets/small/DCSHDVD4-1.jpg?201603230738,Justice League: Gotham City Breakout DVD/Blu-ray,
,https://images.brickset.com/sets/small/EL241601-1.jpg?201603270341,Miku The Dragon,
,https://images.brickset.com/sets/small/EL241602-1.jpg?201611131020,Jynx the Witch's Cat,
,https://images.brickset.com/sets/small/FR471602-1.jpg?201607241051,Pony Grooming Kit,
,https://images.brickset.com/sets/small/FR561601-1.jpg?201604130450,Parrot and Nest,
,https://images.brickset.com/sets/small/FR561602-1.jpg?201602210212,Valentine's Post Box,
,https://images.brickset.com/sets/small/FR561603-1.jpg?201603030817,Dog on stage,
,https://images.brickset.com/sets/small/FR561604-1.jpg?201604230814,Chocolate Kitchen,
,https://images.brickset.com/sets/small/FR561605-1.jpg?201607180757,Ice Cream Cart,
,https://images.brickset.com/sets/small/FR561606-1.jpg?201606060405,Rabbit and hutch,
,https://images.brickset.com/sets/small/FR561607-1.jpg?201607180756,Happy Beach,
,https://images.brickset.com/sets/small/FR561608-1.jpg?201610190850,Cake stall,
,https://images.brickset.com/sets/small/FR561609-1.jpg?201609280910,Olivia's Laboratory ,
,https://images.brickset.com/sets/small/FR561610-1.jpg?201610230907,Halloween Shop,
,https://images.brickset.com/sets/small/FR561611-1.jpg?201612010738,Gift wrapping table,
,https://images.brickset.com/sets/small/FR561612-1.jpg?201612140626,Christmas Fireplace,
,https://images.brickset.com/sets/small/GIANTS2016-1.jpg?201606180838,Lou Seal Buildable Figure,
1,https://images.brickset.com/sets/small/ISBN024119931X-1.jpg?201603030816,LEGO DC Super Heroes: Character Encyclopedia ,1
,https://images.brickset.com/sets/small/ISBN1465454004-1.jpg?201605250849,LEGO Nexo Knights: The Book of Knights,
1,https://images.brickset.com/sets/small/ISBN0241232481-1.jpg?201603291018,LEGO Ninjago Character Encyclopedia: Updated and Expanded,1
,https://images.brickset.com/sets/small/ISBN1465450459-1.jpg?201603090933,LEGO Star Wars: Build Your Own Adventure,
,https://images.brickset.com/sets/small/ISBN1465450467-1.jpg?201603090934,LEGO City: Build Your Own Adventure,
,https://images.brickset.com/sets/small/ISBN0473372967-1.jpg?201611261112,The Complete LEGO Minifigure Catalogue,
,https://images.brickset.com/sets/small/ISBN0750967579-1.jpg?201601221124,Brick History: Amazing Historical Scenes to Build from LEGO,
,https://images.brickset.com/sets/small/ISBN125986183X-1.jpg?201611261058,"Building with Virtual LEGO: Getting Started with LEGO Digital Designer, LDraw, and Mecabricks",
,https://images.brickset.com/sets/small/ISBN143800754X-1.jpg?201601221125,Brick History: A Brick History of the World in LEGO (US Edition),
,https://images.brickset.com/sets/small/ISBN1438008805-1.jpg?201604130448,Brick Animals: 40 Clever & Creative Ideas to Make from LEGO (US Edition),
,https://images.brickset.com/sets/small/ISBN1438008813-1.jpg?201604130448,Brick Cars: 40 Clever & Creative Ideas to Make from LEGO (US Edition),
,https://images.brickset.com/sets/small/ISBN1440246998-1.jpg?201604130448,The Ultimate Guide to Collectible Minifigures,
1,https://images.brickset.com/sets/small/ISBN1465449671-1.jpg?201605010840,LEGO Star Wars: Chronicles of the Force,1
,https://images.brickset.com/sets/small/ISBN1465453024-1.jpg?201607251023,365 Things to Do with LEGO Bricks,
,https://images.brickset.com/sets/small/ISBN1530840082-1.jpg?201604251103,The 2015 LEGO Minifigure Catalog: 1st Edition,
,https://images.brickset.com/sets/small/ISBN1530886848-1.jpg?201604251103,The Star Wars LEGO Minifigure Catalog: 5th Edition,
,https://images.brickset.com/sets/small/ISBN1530919223-1.jpg?201604251105,The 2014 LEGO Minifigure Catalog: 2nd Edition,
,https://images.brickset.com/sets/small/ISBN1535193425-1.jpg?201608210854,The Middle Earth LEGO Minifigure Catalog,
,https://images.brickset.com/sets/small/ISBN1593277350-1.jpg?201604260902,Tiny LEGO Wonders: Build 42 Impressive Miniscale Models,
,https://images.brickset.com/sets/small/ISBN1593277415-1.jpg?201611261032,The LEGO Animation Book: Make Your Own LEGO Movies!,
,https://images.brickset.com/sets/small/ISBN1593277601-1.jpg?201604221124,The Unofficial LEGO Technic Builder's Guide: 2nd Edition,
,https://images.brickset.com/sets/small/ISBN1593277660-1.jpg?201607251043,The LEGO Christmas Ornaments Book: 15 Designs to Spread Holiday Cheer,
,https://images.brickset.com/sets/small/ISBN1593277679-1.jpg?201603270332,Geeky LEGO Crafts: 21 Fun and Quirky Projects,
,https://images.brickset.com/sets/small/ISBN1624142818-1.jpg?201603270335,Awesome LEGO Creations with Bricks You Already Have,
,https://images.brickset.com/sets/small/ISBN1631590790-1.jpg?201511161223,Birds from Bricks: Designs That Make LEGO Take Flight,
,https://images.brickset.com/sets/small/ISBN1783422815-1.jpg?201607250311,Brick by Brick: Space,
,https://images.brickset.com/sets/small/ISBN1626867968-1.jpg?201603270332,The Greatest LEGO Builds of All Time,
,https://images.brickset.com/sets/small/ISBN1943328803-1.jpg?201607250311,Build It! Volume 1,
,https://images.brickset.com/sets/small/ISBN1943328811-1.jpg?201607250311,Build It! Volume 2,
,https://images.brickset.com/sets/small/ISBN194332882X-1.jpg?201607250312,Build It! Volume 3,
,https://images.brickset.com/sets/small/ISBN1943328838-1.jpg?201607250312,Build It! World Landmarks,
,https://images.brickset.com/sets/small/ISBN3864903556-1.jpg?201606160838,LEGO Trains - concepts and techniques for realistic models,
,https://images.brickset.com/sets/small/ISBN3958433901-1.jpg?201607250317,LEGO Tips for Kids: LEGO Space,
1,https://images.brickset.com/sets/small/LESTER-1.jpg?201611171134,Lester,1
,https://images.brickset.com/sets/small/MIXELBOX-9.jpg?201610111238,LEGO Mixels - Series 9 - Display Box,
,https://images.brickset.com/sets/small/NEX271601-1.jpg?201602210930,Lance,
,https://images.brickset.com/sets/small/NEX271602-1.jpg?201603300814,Jet Horse,
,https://images.brickset.com/sets/small/NEX271603-1.jpg?201604230811,Robin,
,https://images.brickset.com/sets/small/NEX271604-1.jpg?201606060400,Two Globlin Spiders,
,https://images.brickset.com/sets/small/NEX271605-1.jpg?201606241039,Lava Warrior,
,https://images.brickset.com/sets/small/NIN271606-1.jpg?201607241046,Knight Racer,
,https://images.brickset.com/sets/small/NEX271607-1.jpg?201608250953,Firecracker Catapult,
,https://images.brickset.com/sets/small/NEX271608-1.jpg?201610030817,Kid Clay,
,https://images.brickset.com/sets/small/NEX271609-1.jpg?201610230906,Bat-Gun,
,https://images.brickset.com/sets/small/NEX271610-1.jpg?201612030914,Mighty Mech Bot,
,https://images.brickset.com/sets/small/NEX271611-1.jpg?201701041052,Pilot Bot,
,https://images.brickset.com/sets/small/NIN891609-1.jpg?201711041106,Kai,
,https://images.brickset.com/sets/small/NIN891610-1.jpg?201603050855,Clouse,
,https://images.brickset.com/sets/small/NIN891611-1.jpg?201604040848,Cole,
,https://images.brickset.com/sets/small/NIN891602-1.jpg?201604230813,Sqiffy,
,https://images.brickset.com/sets/small/NIN891613-1.jpg?201605051051,Kai's Dragon,
,https://images.brickset.com/sets/small/NIN891614-1.jpg?201606060358,Cyren,
,https://images.brickset.com/sets/small/NIN891615-1.jpg?201607241045,Jay,
,https://images.brickset.com/sets/small/NIN891616-1.jpg?201608250707,Bucko ,
,https://images.brickset.com/sets/small/NIN891617-1.jpg?201709260956,Titanium Zane,
,https://images.brickset.com/sets/small/NIN891618-1.jpg?201610260654,Ronin,
,https://images.brickset.com/sets/small/NIN891619-1.jpg?201611260101,Pirate's Fighter,
,https://images.brickset.com/sets/small/NIN891620-1.jpg?201701041052,Nya,
,https://images.brickset.com/sets/small/NYCC2016-1.jpg?201610070835,Batgirl,
,https://images.brickset.com/sets/small/PARIS-1.jpg?201609201050,Paris Forum Des Halles Exclusive Minifigure Pack,
,https://images.brickset.com/sets/small/REDSOX-1.jpg?201609200319,Boston Red Sox baseball player ,
,/assets/images/misc/blankbox.gif,San Francisco Exclusive Minifigure Pack,
,https://images.brickset.com/sets/small/SDCC2016-6.jpg?201607210805,Atom,
1,https://images.brickset.com/sets/small/SDCC2016-5.jpg?201607210806,Steve Rogers Captain America,1
,https://images.brickset.com/sets/small/STOCKHOLM-1.jpg?201605300921,Stockholm minifigure collection,
,https://images.brickset.com/sets/small/SW911607-1.jpg?201601051048,Millennium Falcon,
,https://images.brickset.com/sets/small/SW911608-1.jpg?201706070736,Landspeeder,
,https://images.brickset.com/sets/small/SW911609-1.jpg?201703240328,Naboo Starfighter,
,https://images.brickset.com/sets/small/SW911610-1.jpg?201604090913,Probe Droid,
,https://images.brickset.com/sets/small/SW911611-1.jpg?201604230812,AAT,
,https://images.brickset.com/sets/small/SW911612-1.jpg?201606060359,Acklay,
,https://images.brickset.com/sets/small/SW911613-1.jpg?201607180758,TIE Bomber,
,https://images.brickset.com/sets/small/SW911614-1.jpg?201608180749,Yoda's Hut,
,https://images.brickset.com/sets/small/SW911615-1.jpg?201609121144,AT-AT,
,https://images.brickset.com/sets/small/SW911616-1.jpg?201610090228,MTT,
,https://images.brickset.com/sets/small/SW911617-1.jpg?201611180944,Palpatine's Shuttle,
,https://images.brickset.com/sets/small/SWDVD-1.jpg?201609100910,LEGO Star Wars: The Freemaker Adventures - Complete Season One (DVD/Blu-ray),
,https://images.brickset.com/sets/small/TRUCAPAM-1.jpg?201608280908,Captain America Mosaic,
,https://images.brickset.com/sets/small/TRUCOGSWORTH-1.jpg?201609280917,Cogsworth,
,https://images.brickset.com/sets/small/TRUFALCON-1.jpg?201605090654,Millennium Falcon,
,https://images.brickset.com/sets/small/TRUFRANK-1.jpg?201710290835,Frankenstein's Monster,
,https://images.brickset.com/sets/small/TRULUMIERE-1.jpg?201609280918,Lumiere,
,https://images.brickset.com/sets/small/TRUNEXO-1.jpg?201605090646,Nexo Knights Shield Dock ,
,https://images.brickset.com/sets/small/TRUPODIUM-1.jpg?201606211047,Winner's Podium,
